manager_id;xp_id;site_location;country;latitude;longitude;elevation;tarping_date;planned_duration;goals;restoration;operation_type;multiple_ops;freq_monitoring;slope;difficulty_access;shade;forest;ruggedness;granulometry;obstacles;flood;environment;fabric_type;liner_geomem;agri_geomem;woven_geotex;mulching_geotex;pla_geotex;weedsp_geotex;other_unknown;grammage;thickness;resi_punc;resi_trac;season;maxveg;preparation;levelling;stand_surface;age;fully_tarped;distance;multi_strips;strips_overlap;strips_fixation;staples_distance;fabric_fixation;tarpfix_multimethod;sedicover_height;trench;trench_depth;pierced_tarpinstall;plantation;repairs;add_control;add_control_type;degradation;pb_fixation;pb_durability;pb_trampiercing;pb_vandalism;regrowth_during;reg_staples;reg_stripoverlaps;reg_obstacles;reg_holes;reg_plantations;reg_pierced;reg_edges;reg_nearby;untarped_regrowth;tarping_abandoned;tarping_completed;tarping_ongoing;tarping_duration;latest_condition;latest_regrowth;latest_months;eff_expansion;eff_dispersal;eff_vigour;eff_eradication
86;E10;USA/NY/Watkins Glen;usa;42.381;-76.870;141;2010;3;eradicate;0;management_trial;0;2;2;2;0;3;5;4;3;6;riverside;liner_geomem;1;0;0;0;0;0;0;NA;0.2;NA;NA;summer;1;mowing;0;111;2;1;1;1;NA;NA;NA;heavyobj;0;0;0;0;2;0;NA;NA;NA;1;1;1;0;0;1;0;1;1;1;0;1;0;0;NA;0;1;0;1.5;destroyed;tarpedarea;01/06/2020;0;0;0;0
87;E11;Nederland. Esbeek Landgoed De Utrecht ;netherlands;52.080;5.128;3;2012;2;eradicate_and_limit_expansion;0;management_trial;0;1;2;5;6;10;1;0;0;5;roadside_riverside;construction_geotex;0;0;1;0;0;0;1;NA;1.7;2750;14.5;summer;1;mowing;1;100;3;0;5;1;100;overlap;NA;heavyobj_and_trench_and_sedicover;1;30;1;30;0;0;1;0;none;0;0;0;0;0;0;0;0;0;0;0;0;0;0;edges;0;1;0;5;good;tarpedarea;01/06/2020;6;6;5;0
88;E12;US/NY/Depew;usa;42.902;-78.696;202;2015;2;eradicate_and_limit_expansion;0;management_trial;0;1;4;7;2;3;10;10;4;10;wetland;unknown;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;spring;0;mowing;1;9;2;1;0.2;0;NA;NA;NA;heavyobj;0;0;0;0;NA;0;0;0;none;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;1;0;NA;0;0;1;6;good;edges;01/10/2020;7;8;9;0
89;E13;August 2020;usa;45.892;-123.981;11;2020;45;eradicate;0;management_trial;0;4;6;2;8;1;3;3;4;1;roadside;unknown_geotex;0;0;NA;NA;NA;0;1;NA;NA;NA;NA;spring;0;excavation;1;30;1;1;1;1;NA;thermowelding;80;staples_and_heavyobj;1;0;0;0;0;0;1;1;uprooting;0;0;0;0;0;1;0;1;0;0;0;0;0;0;NA;0;0;1;0.5;NA;NA;NA;NA;NA;NA;0
90;E14;Sevier County TN;usa;33.986;-94.244;324;2019;99;eradicate_and_limit_dispersal;0;management_trial;0;0;7;1;0;1;3;6;3;0;roadside;unknown_geomem;0;0;0;0;0;0;1;NA;NA;NA;NA;summer;1;none;0;20;1;1;0;1;NA;overlap;NA;heavyobj;0;0;0;0;1;0;0;0;none;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;tarpedarea_edges;0;1;0;0.5;good;tarpedarea_edges;NA;NA;NA;NA;0
91;E15;Algonquin island. Toronto. Ontario. Canada;canada;43.627;-79.360;80;2018;10;eradicate;0;management_trial;0;15;5;5;3;2;5;5;9;8;garden;unknown_geomem;NA;NA;0;0;0;0;1;NA;NA;NA;NA;spring;0;excavation;1;3;3;1;0.3;1;12;heavyobj;NA;heavyobj_and_trench;1;0;1;90;4;0;1;1;crushingshoots_and_uprooting;1;0;1;1;0;1;0;0;0;1;0;0;1;0;NA;0;0;1;3;bad;tarpedarea_edges;01/11/2020;5;10;8;0
92;E16;Hamilton. Ontario;canada;43.256;-79.873;106;2017;1;eradicate_and_limit_expansion_and_limit_dispersal_and_vigour;0;management_trial;0;5;0;0;1;1;0;5;0;0;garden;construction_geomem;0;0;0;0;0;0;1;NA;NA;NA;NA;spring;0;uprooting;0;1.5;2;1;0.3;0;NA;NA;NA;heavyobj;0;0;0;0;0;0;0;1;uprooting;1;1;0;0;0;1;0;0;0;0;0;0;0;0;tarpedarea_edges;1;0;0;0.3;good;tarpedarea_edges;NA;NA;NA;NA;0
93;E17;USA/Michigan/Houghton;usa;47.120;-88.869;211;2017;99;eradicate;0;management_trial;0;10;1;0;3;0;3;6;10;7;roadside_wasteland;mixed;1;0;1;0;0;0;1;NA;NA;NA;NA;summer;1;none;0;2000;3;0;0;1;NA;NA;NA;heavyobj;0;0;0;0;10;0;0;1;mowing;1;0;1;0;0;1;0;0;1;1;0;0;1;1;edges_nearby;0;1;0;2;bad;edges_nearby;01/08/2020;1;3;10;0
94;E18;Cumberland/Maine/South Portland;usa;43.641;-70.241;13;2015;1;eradicate_and_limit_dispersal;1;management_trial;0;15;6;3;1;2;3;5;3;7;wasteland_wetland;mixed;1;0;1;0;0;0;1;NA;NA;NA;NA;summer;1;mowing;0;1800;3;1;0.65;1;60;overlap;NA;sedicover_and_plantations;1;8;0;0;1;2;1;1;uprooting_and_mowing_and_crushingshoots;1;1;0;0;0;1;0;1;1;1;0;0;0;1;edges;0;1;0;2;bad;few_edges;01/10/2020;8;10;9;0
95;E19;London;uk;51.507;-0.128;18;2017;99;limit_dispersal;0;research_trial;0;1;0;4;3;2;2;3;0;3;garden;weed_geotex;0;0;0;0;0;1;1;NA;NA;3000;15;spring;0;excavation;1;120;3;1;1;1;30;thermowelding;NA;trench_and_sedicover;1;30;1;100;0;0;0;0;none;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;1;3.5;good;none;01/07/2020;10;10;10;1
96;E20;South Portland, Maine;usa;43.641;-70.241;22;2019;3;limit_expansion_and_limit_dispersal_and_vigour;0;management_trial;0;4;2;1;6;8;3;6;5;5;urban_park;woven_geotex;0;0;1;0;0;1;0;169;NA;NA;NA;autumn;0;grazing;0;1021.9;3;0;0.35;1;30;backfill;NA;sedicover;0;10;0;0;1;0;NA;1;uprooting;0;0;0;0;0;1;0;1;0;0;0;0;1;0;NA;0;0;1;1;good;edges;16/11/2020;8;8;8;0
